n 	 Arbol 	 tiempo promedio construccion 	 de 	 tiempo promedio busqueda 	 de
17 	 ABBTree 	 3.62396240234375E-5 	 4.359438162265768E-6 	 2.49481201171875E-5 	 3.36644977608324E-6
17 	 AVLTree 	 6.15692138671875E-5 	 5.462854431348893E-6 	 3.7994384765625E-5 	 4.314475613769345E-6
17 	 vEBTree 	 5.51605224609375E-5 	 5.220959247921981E-6 	 3.7841796875E-5 	 4.313126380565683E-6
17 	 SplayTree 	 2.23541259765625E-5 	 3.33692783975981E-6 	 2.5177001953125E-5 	 3.5947256310542812E-6
17 	 Arbol Optimo 	 NaN 	 NaN 	 NaN 	 NaN
18 	 ABBTree 	 3.490447998046875E-5 	 2.8071009279383662E-6 	 3.078460693359375E-5 	 2.707353606199402E-6
18 	 AVLTree 	 5.863189697265625E-5 	 3.6563251205040038E-6 	 4.413604736328125E-5 	 3.131062277074681E-6
18 	 vEBTree 	 5.970001220703125E-5 	 3.7151521689115753E-6 	 3.41033935546875E-5 	 2.8016528536104916E-6
18 	 SplayTree 	 2.197265625E-5 	 2.1531887455210745E-6 	 2.7008056640625E-5 	 2.5298032514348082E-6
18 	 Arbol Optimo 	 NaN 	 NaN 	 NaN 	 NaN
19 	 ABBTree 	 3.795623779296875E-5 	 1.7081075856005854E-6 	 3.017425537109375E-5 	 2.2130137158832916E-6
19 	 AVLTree 	 6.336212158203125E-5 	 2.1404658214335336E-6 	 2.3021697998046876E-5 	 1.9269859516695362E-6
19 	 vEBTree 	 7.328033447265625E-5 	 1.0215979326341868E-5 	 4.0798187255859376E-5 	 2.505889756214926E-6
19 	 SplayTree 	 2.758026123046875E-5 	 1.4483245740212497E-6 	 2.407073974609375E-5 	 1.9574238754091753E-6
19 	 Arbol Optimo 	 NaN 	 NaN 	 NaN 	 NaN
20 	 ABBTree 	 3.759384155273438E-5 	 4.602739446066824E-6 	 3.063201904296875E-5 	 2.135291524060254E-6
20 	 AVLTree 	 6.516456604003906E-5 	 4.796446688596738E-6 	 3.787994384765625E-5 	 2.3779185787956667E-6
20 	 vEBTree 	 5.89752197265625E-5 	 2.961364304046355E-6 	 3.6401748657226564E-5 	 2.32678672579721E-6
20 	 SplayTree 	 2.541542053222656E-5 	 1.9445354375781553E-6 	 2.3603439331054688E-5 	 1.8728216684329142E-6
20 	 Arbol Optimo 	 NaN 	 NaN 	 NaN 	 NaN
